"id","time","probability"
"polymarket-0x9de1bbb5","2023-06-25T10:36:06.964Z",0.5854708054303724
"polymarket-0x9de1bbb5","2023-06-26T10:34:16.657Z",0.5854708054303724
"polymarket-0x9de1bbb5","2023-06-26T13:25:56.254Z",0.5854708054303724
"polymarket-0x9de1bbb5","2023-06-26T14:38:57.799Z",0.84
"polymarket-0x9de1bbb5","2023-06-27T10:29:08.894Z",0.86
"polymarket-0x9de1bbb5","2023-06-27T11:54:50.937Z",0.86
"polymarket-0x9de1bbb5","2023-06-28T07:19:01.270Z",0.855
"polymarket-0x9de1bbb5","2023-06-29T08:16:35.816Z",0.86
"polymarket-0x9de1bbb5","2023-06-30T10:44:25.396Z",0.87
"polymarket-0x9de1bbb5","2023-07-01T12:39:11.385Z",0.88
"polymarket-0x9de1bbb5","2023-07-02T13:35:29.388Z",0.89
"polymarket-0x9de1bbb5","2023-07-03T12:00:33.192Z",0.91
"polymarket-0x9de1bbb5","2023-07-04T13:17:25.283Z",0.9
"polymarket-0x9de1bbb5","2023-07-05T11:38:30.715Z",0.905
"polymarket-0x9de1bbb5","2023-07-06T11:55:10.099Z",0.905
"polymarket-0x9de1bbb5","2023-07-07T11:43:31.594Z",0.905
"polymarket-0x9de1bbb5","2023-07-08T07:47:24.801Z",0.91
"polymarket-0x9de1bbb5","2023-07-09T11:24:34.882Z",0.905
"polymarket-0x9de1bbb5","2023-07-10T11:39:24.458Z",0.91
"polymarket-0x9de1bbb5","2023-07-11T08:50:39.487Z",0.905
"polymarket-0x9de1bbb5","2023-07-12T08:58:53.073Z",0.905
"polymarket-0x9de1bbb5","2023-07-13T09:11:40.738Z",0.905
"goodjudgmentopen-2617","2022-11-12T03:08:02.643Z",0.7211000000000001
"goodjudgmentopen-2617","2022-11-13T03:08:08.196Z",0.7172000000000001
"goodjudgmentopen-2617","2022-11-14T03:07:59.219Z",0.7351
"goodjudgmentopen-2617","2022-11-15T03:07:57.318Z",0.7353000000000001
